0,0,0,0,0,0,0,20
1,0.000,0.020,0.000,0.020,0.00,0.00,20
2,0.001,0.040,0.001,0.040,0.00,0.00,20
3,0.003,0.079,0.003,0.079,0.00,0.00,20
4,0.005,0.119,0.005,0.119,0.00,0.00,20
5,0.008,0.158,0.008,0.158,0.00,0.00,20
6,0.012,0.198,0.012,0.198,0.00,0.00,20
7,0.017,0.237,0.017,0.237,0.00,0.00,20
8,0.022,0.277,0.022,0.277,0.00,0.00,20
9,0.029,0.316,0.029,0.316,0.00,0.00,20
10,0.036,0.356,0.036,0.356,0.00,0.00,20
11,0.044,0.395,0.044,0.395,0.00,0.00,20
12,0.052,0.435,0.052,0.435,0.00,0.00,20
13,0.062,0.474,0.062,0.474,0.00,0.00,20
14,0.072,0.514,0.072,0.514,0.00,0.00,20
15,0.083,0.553,0.083,0.553,0.00,0.00,20
16,0.095,0.593,0.095,0.593,0.00,0.00,20
17,0.108,0.633,0.108,0.633,0.00,0.00,20
18,0.121,0.672,0.121,0.672,0.00,0.00,20
19,0.135,0.712,0.135,0.712,0.00,0.00,20
20,0.150,0.751,0.150,0.751,0.00,0.00,20
21,0.166,0.791,0.166,0.791,0.00,0.00,20
22,0.183,0.830,0.183,0.830,0.00,0.00,20
23,0.200,0.870,0.200,0.870,0.00,0.00,20
24,0.218,0.909,0.218,0.909,0.00,0.00,20
25,0.237,0.949,0.237,0.949,0.00,0.00,20
26,0.257,0.988,0.257,0.988,0.00,0.00,20
27,0.278,1.028,0.278,1.028,0.00,0.00,20
28,0.299,1.067,0.299,1.067,0.00,0.00,20
29,0.321,1.107,0.321,1.107,0.00,0.00,20
30,0.344,1.147,0.344,1.147,0.00,0.00,20
31,0.368,1.186,0.368,1.186,0.00,0.00,20
32,0.392,1.226,0.392,1.226,0.00,0.00,20
33,0.418,1.265,0.418,1.265,0.00,0.00,20
34,0.444,1.305,0.444,1.305,0.00,0.00,20
35,0.471,1.344,0.471,1.344,0.00,0.00,20
36,0.498,1.384,0.498,1.384,0.00,0.00,20
37,0.527,1.423,0.527,1.423,0.00,0.00,20
38,0.556,1.463,0.556,1.463,0.00,0.00,20
39,0.586,1.502,0.586,1.502,0.00,0.00,20
40,0.617,1.542,0.617,1.542,0.00,0.00,20
41,0.649,1.581,0.649,1.581,0.00,0.00,20
42,0.681,1.621,0.681,1.621,0.00,0.00,20
43,0.714,1.660,0.714,1.660,0.00,0.00,20
44,0.748,1.690,0.748,1.690,0.00,0.00,20
45,0.782,1.700,0.782,1.700,0.00,0.00,20
46,0.816,1.700,0.816,1.700,0.00,0.00,20
47,0.850,1.700,0.850,1.700,0.00,0.00,20
48,0.884,1.700,0.884,1.700,0.00,0.00,20
49,0.918,1.700,0.918,1.700,0.00,0.00,20
50,0.952,1.700,0.952,1.700,0.00,0.00,20
51,0.986,1.700,0.986,1.700,0.00,0.00,20
52,1.020,1.700,1.020,1.700,0.00,0.00,20
53,1.054,1.700,1.054,1.700,0.00,0.00,20
54,1.088,1.700,1.088,1.700,0.00,0.00,20
55,1.122,1.700,1.122,1.700,0.00,0.00,20
56,1.156,1.700,1.156,1.700,0.00,0.00,20
57,1.190,1.700,1.190,1.700,0.00,0.00,20
58,1.224,1.700,1.224,1.700,0.00,0.00,20
59,1.258,1.700,1.258,1.700,0.00,0.00,20
60,1.292,1.700,1.292,1.700,0.00,0.00,20
61,1.326,1.700,1.326,1.700,0.00,0.00,20
62,1.360,1.700,1.360,1.700,0.00,0.00,20
63,1.394,1.700,1.394,1.700,0.00,0.00,20
64,1.428,1.700,1.428,1.700,0.00,0.00,20
65,1.462,1.700,1.462,1.700,0.00,0.00,20
66,1.496,1.700,1.496,1.700,0.00,0.00,20
67,1.530,1.700,1.530,1.700,0.00,0.00,20
68,1.564,1.700,1.564,1.700,0.00,0.00,20
69,1.598,1.700,1.598,1.700,0.00,0.00,20
70,1.632,1.700,1.632,1.700,0.00,0.00,20
71,1.666,1.700,1.666,1.700,0.00,0.00,20
72,1.700,1.700,1.700,1.700,0.00,0.00,20
73,1.734,1.700,1.734,1.700,0.00,0.00,20
74,1.768,1.700,1.768,1.700,0.00,0.00,20
75,1.802,1.700,1.802,1.700,0.00,0.00,20
76,1.836,1.700,1.836,1.700,0.00,0.00,20
77,1.870,1.700,1.870,1.700,0.00,0.00,20
78,1.904,1.700,1.904,1.700,0.00,0.00,20
79,1.938,1.700,1.938,1.700,0.00,0.00,20
80,1.972,1.700,1.972,1.700,0.00,0.00,20
81,2.006,1.700,2.006,1.700,0.00,0.00,20
82,2.040,1.700,2.040,1.700,0.00,0.00,20
83,2.074,1.700,2.074,1.700,0.00,0.00,20
84,2.108,1.700,2.108,1.700,0.00,0.00,20
85,2.142,1.700,2.142,1.700,0.00,0.00,20
86,2.176,1.700,2.176,1.700,0.00,0.00,20
87,2.210,1.700,2.210,1.700,0.00,0.00,20
88,2.244,1.700,2.244,1.700,0.00,0.00,20
89,2.278,1.700,2.278,1.700,0.00,0.00,20
90,2.317,1.949,2.307,1.450,-1.14,-1.14,20
91,2.358,2.049,2.334,1.351,-2.75,-2.75,20
92,2.400,2.077,2.360,1.323,-4.47,-4.47,20
93,2.442,2.108,2.386,1.292,-6.34,-6.34,20
94,2.484,2.141,2.411,1.259,-8.36,-8.36,20
95,2.528,2.177,2.436,1.223,-10.55,-10.55,20
96,2.572,2.215,2.460,1.184,-12.91,-12.91,20
97,2.617,2.256,2.483,1.143,-15.46,-15.46,20
98,2.663,2.299,2.505,1.100,-18.21,-18.21,20
99,2.710,2.343,2.526,1.056,-21.16,-21.16,20
100,2.758,2.387,2.546,1.013,-24.31,-24.31,20
101,2.807,2.428,2.565,0.971,-27.65,-27.65,20
102,2.856,2.466,2.584,0.933,-31.16,-31.16,20
103,2.906,2.498,2.602,0.902,-34.82,-34.82,20
104,2.956,2.521,2.620,0.879,-38.58,-38.58,20
105,3.007,2.533,2.637,0.866,-42.41,-42.41,20
106,3.058,2.535,2.654,0.864,-46.24,-46.24,20
107,3.108,2.525,2.672,0.874,-50.02,-50.02,20
108,3.158,2.505,2.690,0.894,-53.72,-53.72,20
109,3.208,2.476,2.708,0.924,-57.27,-57.27,20
